longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,median_house_age
-118.01,33.78,2648.0,478.0,1160.0,452.0,5.9357,207400.0,<1H OCEAN,19.0 years
-118.03,33.78,2001.0,302.0,836.0,298.0,5.1061,257500.0,<1H OCEAN,26.0 years
-118.01,33.78,2343.0,377.0,1166.0,373.0,6.0,233100.0,<1H OCEAN,26.0 years
-118.03,33.78,3554.0,528.0,1600.0,537.0,6.6453,270100.0,<1H OCEAN,25.0 years
-118.04,33.78,3642.0,557.0,1623.0,569.0,5.8426,259400.0,<1H OCEAN,26.0 years
-118.04,33.78,3715.0,575.0,1640.0,572.0,5.7705,247100.0,<1H OCEAN,25.0 years
-118.08,33.8,3675.0,613.0,1457.0,591.0,6.0553,369400.0,<1H OCEAN,29.0 years
-118.07,33.8,3486.0,507.0,1311.0,503.0,7.1221,384500.0,<1H OCEAN,34.0 years
-118.08,33.79,2840.0,395.0,1127.0,396.0,7.6144,376200.0,<1H OCEAN,34.0 years
-118.09,33.78,2146.0,298.0,852.0,296.0,6.6137,342700.0,<1H OCEAN,26.0 years
-118.07,33.79,2473.0,383.0,967.0,353.0,5.8283,362400.0,<1H OCEAN,34.0 years
-118.09,33.79,4231.0,617.0,1694.0,623.0,6.6312,360100.0,<1H OCEAN,31.0 years
-118.08,33.78,2287.0,347.0,1051.0,346.0,5.5767,372000.0,<1H OCEAN,34.0 years
-118.08,33.78,2879.0,403.0,1109.0,414.0,6.9324,364700.0,<1H OCEAN,30.0 years
-118.08,33.78,5321.0,967.0,1969.0,903.0,5.0102,340100.0,<1H OCEAN,25.0 years
-118.02,33.79,6368.0,1030.0,3281.0,1001.0,6.1142,240400.0,<1H OCEAN,23.0 years
-118.01,33.79,2663.0,430.0,1499.0,403.0,5.7837,258000.0,<1H OCEAN,23.0 years
-118.02,33.8,84.0,14.0,32.0,8.0,5.875,193800.0,<1H OCEAN,24.0 years
-118.02,33.8,2956.0,393.0,1379.0,429.0,8.4952,359600.0,<1H OCEAN,16.0 years
-118.01,33.8,4021.0,701.0,1488.0,650.0,5.32,219500.0,<1H OCEAN,16.0 years
-118.05,33.78,3414.0,434.0,1272.0,454.0,8.7015,390900.0,<1H OCEAN,18.0 years
-118.05,33.78,3112.0,435.0,1098.0,401.0,6.0,353500.0,<1H OCEAN,25.0 years
-118.05,33.78,2356.0,330.0,937.0,326.0,6.6264,359100.0,<1H OCEAN,25.0 years
-118.06,33.78,4048.0,562.0,1637.0,541.0,7.3463,355600.0,<1H OCEAN,22.0 years
-118.04,33.8,2685.0,466.0,1359.0,476.0,5.0261,245100.0,<1H OCEAN,33.0 years
-118.06,33.8,2196.0,504.0,1215.0,477.0,4.8,196900.0,<1H OCEAN,21.0 years
-118.07,33.79,4422.0,624.0,1936.0,625.0,6.4288,320700.0,<1H OCEAN,26.0 years
-118.06,33.8,1892.0,442.0,1015.0,404.0,4.1379,212500.0,<1H OCEAN,22.0 years
-118.06,33.8,1379.0,333.0,937.0,304.0,3.6217,195300.0,<1H OCEAN,20.0 years
-118.07,33.8,2439.0,554.0,1161.0,532.0,3.6442,193100.0,<1H OCEAN,17.0 years
-118.05,33.79,1863.0,355.0,1260.0,317.0,3.2465,277400.0,<1H OCEAN,19.0 years
-118.04,33.84,6623.0,1204.0,3193.0,1129.0,4.5395,256000.0,<1H OCEAN,21.0 years
-118.05,33.84,4890.0,653.0,2295.0,654.0,6.983,329700.0,<1H OCEAN,21.0 years
-118.04,33.83,4526.0,830.0,2318.0,748.0,4.6681,320700.0,<1H OCEAN,19.0 years
-118.04,33.82,4105.0,637.0,2072.0,648.0,5.8439999999999985,273900.0,<1H OCEAN,26.0 years
-118.04,33.83,1488.0,312.0,972.0,283.0,4.055,201900.0,<1H OCEAN,20.0 years
-118.05,33.82,1548.0,279.0,732.0,265.0,5.122999999999998,159600.0,<1H OCEAN,25.0 years
-118.06,33.82,2637.0,462.0,965.0,415.0,4.5833,190900.0,<1H OCEAN,25.0 years
-118.06,33.81,3497.0,513.0,1839.0,544.0,5.4216,263000.0,<1H OCEAN,25.0 years
-118.07,33.81,2711.0,352.0,1305.0,368.0,8.5407,398800.0,<1H OCEAN,22.0 years
-118.07,33.8,1391.0,338.0,810.0,295.0,3.8792,218200.0,<1H OCEAN,22.0 years
-118.08,33.81,1189.0,281.0,577.0,264.0,3.3155,237500.0,<1H OCEAN,21.0 years
-118.03,33.82,1851.0,346.0,770.0,310.0,5.6093,244400.0,<1H OCEAN,17.0 years
-118.03,33.82,2178.0,477.0,1077.0,457.0,3.6815,245300.0,<1H OCEAN,17.0 years
-118.03,33.82,2662.0,464.0,1275.0,472.0,6.0162,318500.0,<1H OCEAN,20.0 years
-118.02,33.82,2485.0,437.0,1286.0,431.0,4.7466,258300.0,<1H OCEAN,19.0 years
-118.02,33.83,1139.0,328.0,665.0,290.0,3.2933,260000.0,<1H OCEAN,16.0 years
-118.03,33.83,3203.0,653.0,2072.0,691.0,4.225,198400.0,<1H OCEAN,34.0 years
-118.03,33.83,3030.0,532.0,1668.0,509.0,4.625,229600.0,<1H OCEAN,25.0 years
-118.03,33.83,768.0,195.0,529.0,184.0,3.175,132800.0,<1H OCEAN,25.0 years
-118.06,33.83,5290.0,1054.0,2812.0,1021.0,4.53,226400.0,<1H OCEAN,22.0 years
-118.05,33.83,4316.0,678.0,2286.0,665.0,5.7018,286700.0,<1H OCEAN,24.0 years
-118.06,33.83,3941.0,655.0,1897.0,670.0,4.88,343900.0,<1H OCEAN,21.0 years
-118.05,33.82,2997.0,372.0,1323.0,372.0,8.6123,386700.0,<1H OCEAN,21.0 years
-118.06,33.83,1973.0,516.0,1112.0,501.0,3.8512,163800.0,<1H OCEAN,17.0 years
-118.06,33.82,3983.0,675.0,1568.0,638.0,4.6458,213400.0,<1H OCEAN,24.0 years
-118.04,33.81,4057.0,624.0,2204.0,643.0,5.8527,241000.0,<1H OCEAN,22.0 years
-118.04,33.81,2990.0,515.0,1849.0,497.0,5.6846,216100.0,<1H OCEAN,27.0 years
-118.05,33.81,2523.0,437.0,1377.0,450.0,5.2542,234600.0,<1H OCEAN,26.0 years
-118.03,33.81,3635.0,567.0,1779.0,543.0,5.7089,237400.0,<1H OCEAN,26.0 years
-118.03,33.86,1795.0,328.0,1014.0,322.0,4.535,289300.0,<1H OCEAN,19.0 years
-118.04,33.85,2233.0,347.0,1162.0,355.0,5.6094,279200.0,<1H OCEAN,24.0 years
-118.04,33.85,3132.0,469.0,1646.0,478.0,5.777,315900.0,<1H OCEAN,23.0 years
-118.05,33.85,2856.0,388.0,1212.0,362.0,6.1737,313100.0,<1H OCEAN,25.0 years
-118.04,33.85,3628.0,546.0,1922.0,544.0,7.5057,328500.0,<1H OCEAN,18.0 years
-118.03,33.85,1831.0,390.0,1347.0,389.0,3.8426,344400.0,<1H OCEAN,16.0 years
-118.01,33.83,3963.0,772.0,2104.0,743.0,4.9803,208600.0,<1H OCEAN,29.0 years
-118.01,33.84,3740.0,691.0,1724.0,638.0,3.9628,215600.0,<1H OCEAN,29.0 years
-118.03,33.84,3857.0,857.0,2328.0,830.0,4.0156,196000.0,<1H OCEAN,28.0 years
-118.02,33.83,3616.0,892.0,2257.0,821.0,3.1497,217600.0,<1H OCEAN,26.0 years
-118.02,33.82,2052.0,456.0,1173.0,432.0,3.7885,204500.0,<1H OCEAN,21.0 years
-118.01,33.82,3897.0,893.0,1992.0,693.0,4.1591,192300.0,<1H OCEAN,10.0 years
-118.01,33.81,5238.0,1083.0,3032.0,1065.0,4.4583,190100.0,<1H OCEAN,18.0 years
-118.02,33.81,3482.0,614.0,2227.0,641.0,5.1155,200900.0,<1H OCEAN,34.0 years
-118.02,33.86,2342.0,383.0,1290.0,394.0,5.6677,220700.0,<1H OCEAN,26.0 years
-118.02,33.85,1922.0,329.0,1030.0,353.0,5.3416,213000.0,<1H OCEAN,31.0 years
-118.03,33.85,2320.0,448.0,1434.0,452.0,4.0865,203700.0,<1H OCEAN,30.0 years
-118.03,33.85,5495.0,1141.0,2873.0,1004.0,3.9156,224100.0,<1H OCEAN,23.0 years
-118.01,33.85,2064.0,447.0,1265.0,400.0,3.8864,209300.0,<1H OCEAN,29.0 years
-118.01,33.85,3061.0,612.0,2396.0,640.0,4.6326,195200.0,<1H OCEAN,29.0 years
-118.0,33.85,1078.0,205.0,575.0,206.0,4.5083,188000.0,<1H OCEAN,34.0 years
-118.01,33.86,2307.0,452.0,1218.0,402.0,3.4306,194200.0,<1H OCEAN,29.0 years
-118.01,33.84,4097.0,838.0,2112.0,803.0,4.5,202100.0,<1H OCEAN,28.0 years
-118.01,33.84,4166.0,713.0,2354.0,709.0,5.1775,213400.0,<1H OCEAN,35.0 years
-118.02,33.84,3473.0,563.0,2091.0,580.0,4.4821,214100.0,<1H OCEAN,35.0 years
-118.03,33.84,4781.0,831.0,2568.0,797.0,5.4746,226400.0,<1H OCEAN,30.0 years
-117.99,33.86,1138.0,228.0,725.0,219.0,3.4167,187200.0,<1H OCEAN,36.0 years
-117.99,33.85,1948.0,306.0,957.0,304.0,4.9777,212600.0,<1H OCEAN,34.0 years
-118.0,33.85,2053.0,418.0,1154.0,405.0,4.0455,197200.0,<1H OCEAN,33.0 years
-118.0,33.86,1162.0,196.0,563.0,178.0,3.875,203000.0,<1H OCEAN,32.0 years
-117.99,33.85,1661.0,272.0,949.0,276.0,5.2548,192600.0,<1H OCEAN,35.0 years
-117.99,33.84,2079.0,343.0,1379.0,352.0,5.103,207000.0,<1H OCEAN,34.0 years
-118.0,33.84,1549.0,325.0,885.0,299.0,4.0039,195100.0,<1H OCEAN,30.0 years
-118.0,33.84,2641.0,637.0,2413.0,619.0,2.8169,165100.0,<1H OCEAN,29.0 years
-118.01,33.87,6348.0,1615.0,4188.0,1497.0,3.139,185700.0,<1H OCEAN,25.0 years
-117.99,33.86,3540.0,906.0,2898.0,876.0,3.0252,178000.0,<1H OCEAN,20.0 years
-118.0,33.88,1624.0,289.0,755.0,280.0,4.7083,268100.0,<1H OCEAN,28.0 years
-118.01,33.88,1434.0,391.0,1088.0,341.0,3.369,269600.0,<1H OCEAN,19.0 years
-117.99,33.88,2298.0,567.0,1261.0,527.0,4.2422,159400.0,<1H OCEAN,15.0 years
-117.99,33.88,1461.0,302.0,986.0,314.0,3.9559,161100.0,<1H OCEAN,42.0 years
-118.0,33.88,2628.0,720.0,2276.0,649.0,2.735,170800.0,<1H OCEAN,18.0 years
-117.99,33.87,1689.0,499.0,1260.0,453.0,3.1205,174000.0,<1H OCEAN,16.0 years
-118.0,33.87,2086.0,544.0,1356.0,462.0,2.95,165600.0,<1H OCEAN,13.0 years
-117.99,33.87,2334.0,537.0,1662.0,535.0,3.0147,217000.0,<1H OCEAN,17.0 years
-117.99,33.87,1239.0,307.0,869.0,291.0,3.59,161900.0,<1H OCEAN,34.0 years
-117.99,33.86,2303.0,612.0,1607.0,564.0,2.9,176100.0,<1H OCEAN,20.0 years
-117.98,33.89,2939.0,437.0,1278.0,435.0,7.1425,393700.0,<1H OCEAN,18.0 years
-117.99,33.88,3401.0,509.0,1503.0,498.0,6.6704,240600.0,<1H OCEAN,25.0 years
-117.99,33.89,5195.0,1020.0,2539.0,988.0,4.5033,160500.0,<1H OCEAN,21.0 years
-117.99,33.89,2111.0,306.0,979.0,288.0,8.5621,347800.0,<1H OCEAN,23.0 years
-117.97,33.89,1851.0,344.0,764.0,339.0,5.1315,181800.0,<1H OCEAN,17.0 years
-117.97,33.89,1740.0,445.0,1158.0,412.0,2.8649,137500.0,<1H OCEAN,17.0 years
-117.97,33.88,1344.0,279.0,530.0,265.0,5.0731,185100.0,<1H OCEAN,9.0 years
-117.97,33.88,1454.0,247.0,635.0,236.0,6.2427,218500.0,<1H OCEAN,11.0 years
-117.97,33.89,3801.0,542.0,1992.0,526.0,9.0683,367400.0,<1H OCEAN,15.0 years
-117.97,33.88,2003.0,300.0,1172.0,318.0,6.0394,321600.0,<1H OCEAN,16.0 years
-117.97,33.89,923.0,136.0,420.0,130.0,10.2252,462800.0,<1H OCEAN,14.0 years
-120.1,39.17,1849.0,384.0,218.0,92.0,1.7083,143800.0,INLAND,33.0 years
-120.06,39.09,2979.0,583.0,316.0,124.0,2.1987,124000.0,INLAND,30.0 years
-120.06,39.15,2213.0,372.0,98.0,42.0,1.1912,170000.0,INLAND,22.0 years
-120.2,39.12,2146.0,361.0,197.0,76.0,4.1316,200000.0,INLAND,15.0 years
-120.18,39.14,2171.0,386.0,248.0,116.0,3.0375,171900.0,INLAND,25.0 years
-120.16,39.14,2484.0,460.0,309.0,144.0,3.9722,127800.0,INLAND,21.0 years
-120.18,39.17,1703.0,360.0,354.0,163.0,3.6563,146900.0,INLAND,18.0 years
-120.15,39.17,1684.0,359.0,454.0,209.0,2.9125,145800.0,INLAND,32.0 years
-120.15,39.15,1669.0,348.0,163.0,78.0,5.75,176600.0,INLAND,25.0 years
-120.15,39.2,1382.0,242.0,141.0,66.0,4.1016,283300.0,INLAND,14.0 years
-120.12,39.18,2839.0,525.0,390.0,189.0,3.5667,179200.0,INLAND,17.0 years
-120.1,39.19,3824.0,559.0,241.0,106.0,5.5456,360000.0,INLAND,18.0 years
-120.1,39.19,1480.0,241.0,202.0,80.0,3.9375,213200.0,INLAND,17.0 years
-120.1,39.2,1703.0,294.0,409.0,174.0,3.087,196900.0,INLAND,20.0 years
-120.11,39.21,2245.0,392.0,421.0,162.0,4.5795,158300.0,INLAND,18.0 years
-120.11,39.24,3005.0,574.0,385.0,150.0,3.1193,153300.0,INLAND,21.0 years
-120.08,39.23,1746.0,306.0,251.0,104.0,4.8182,146900.0,INLAND,19.0 years
-120.07,39.24,3729.0,614.0,365.0,152.0,4.962,169500.0,INLAND,20.0 years
-120.06,39.25,2459.0,525.0,584.0,233.0,3.01,163500.0,INLAND,21.0 years
-120.04,39.24,2369.0,469.0,510.0,213.0,2.65,123800.0,INLAND,30.0 years
-120.04,39.27,2237.0,491.0,264.0,95.0,4.1364,154500.0,INLAND,24.0 years
-120.02,39.24,1602.0,426.0,751.0,257.0,1.7609,99300.0,INLAND,24.0 years
-120.02,39.24,2309.0,571.0,919.0,342.0,3.0057,93600.0,INLAND,22.0 years
-120.02,39.24,1347.0,444.0,825.0,303.0,1.8269,225000.0,INLAND,32.0 years
-120.01,39.26,1930.0,391.0,307.0,138.0,2.6023,139300.0,INLAND,26.0 years
-120.91,38.98,7689.0,1415.0,3264.0,1198.0,3.653,146800.0,INLAND,13.0 years
-120.81,39.02,806.0,189.0,326.0,146.0,2.8155,101000.0,INLAND,30.0 years
-120.69,39.12,1048.0,262.0,493.0,184.0,2.2917,118200.0,INLAND,19.0 years
-120.83,39.02,1117.0,242.0,551.0,229.0,2.6319,97700.0,INLAND,15.0 years
-121.06,38.91,6501.0,1416.0,2954.0,1373.0,2.5373,143000.0,INLAND,18.0 years
-121.08,38.9,3436.0,755.0,1568.0,709.0,2.4273,138400.0,INLAND,27.0 years
-121.06,38.88,7635.0,1284.0,3096.0,1227.0,4.2917,184300.0,INLAND,17.0 years
-121.08,38.89,3471.0,753.0,1680.0,710.0,2.6701,139000.0,INLAND,41.0 years
-121.07,38.9,1280.0,281.0,523.0,266.0,1.7375,122200.0,INLAND,52.0 years
-121.15,38.89,2024.0,313.0,879.0,309.0,5.2903,239400.0,INLAND,20.0 years
-121.12,38.86,3949.0,717.0,1683.0,686.0,3.3802,216500.0,INLAND,17.0 years
-121.13,38.87,1127.0,,530.0,186.0,3.0917,128100.0,INLAND,48.0 years
-121.15,38.91,1654.0,299.0,787.0,299.0,4.2723,193100.0,INLAND,23.0 years
-121.08,38.85,2509.0,422.0,1037.0,389.0,6.0,220100.0,INLAND,10.0 years
-121.16,38.74,3353.0,463.0,1417.0,447.0,5.1721,237100.0,INLAND,17.0 years
-121.14,38.77,10282.0,1333.0,3868.0,1300.0,6.4789,287800.0,INLAND,15.0 years
-121.16,38.75,771.0,108.0,315.0,111.0,8.4882,276600.0,INLAND,27.0 years
-121.14,38.84,2750.0,433.0,1161.0,428.0,4.2143,236500.0,INLAND,22.0 years
-121.14,38.82,1816.0,278.0,832.0,278.0,5.07,233000.0,INLAND,22.0 years
-121.15,38.8,2104.0,370.0,745.0,314.0,4.1685,217500.0,INLAND,20.0 years
-121.18,38.78,3480.0,528.0,1432.0,532.0,6.1642,277800.0,INLAND,13.0 years
-121.18,38.8,2541.0,414.0,1276.0,405.0,5.1857,220100.0,INLAND,18.0 years
-121.21,38.76,1608.0,296.0,792.0,286.0,3.1583,239200.0,INLAND,16.0 years
-121.21,38.75,4552.0,639.0,2006.0,623.0,4.3962,264400.0,INLAND,11.0 years
-121.17,38.76,2028.0,255.0,781.0,251.0,6.5322,394000.0,INLAND,14.0 years
-121.2,38.73,4897.0,636.0,1931.0,616.0,7.7499,334800.0,INLAND,11.0 years
-121.18,38.73,1584.0,264.0,613.0,226.0,6.0302,273100.0,INLAND,16.0 years
-121.18,38.75,2807.0,459.0,1201.0,429.0,4.7941,247600.0,INLAND,16.0 years
-121.24,38.75,9137.0,1368.0,3667.0,1294.0,5.4896,229600.0,INLAND,5.0 years
-121.24,38.72,3605.0,576.0,1556.0,549.0,4.9,203700.0,INLAND,12.0 years
-121.27,38.74,3869.0,887.0,2086.0,685.0,2.6065,154900.0,INLAND,19.0 years
-121.26,38.73,3323.0,499.0,1527.0,540.0,5.3451,172100.0,INLAND,14.0 years
-121.26,38.74,7173.0,1314.0,3526.0,1316.0,3.3941,135900.0,INLAND,22.0 years
-121.28,38.73,4223.0,672.0,1747.0,631.0,5.419,267400.0,INLAND,6.0 years
-121.27,38.72,4664.0,644.0,2105.0,663.0,6.0804,198700.0,INLAND,6.0 years
-121.25,38.72,7277.0,1168.0,3507.0,1131.0,4.485,179400.0,INLAND,10.0 years
-121.27,38.75,4812.0,1117.0,1985.0,1045.0,2.5083,128500.0,INLAND,21.0 years
-121.28,38.74,4384.0,778.0,1775.0,789.0,4.05,134700.0,INLAND,33.0 years
-121.3,38.73,5558.0,1099.0,2717.0,1043.0,3.6455,139200.0,INLAND,9.0 years
-121.36,38.73,2253.0,416.0,1050.0,411.0,3.141,220100.0,INLAND,21.0 years
-121.32,38.74,1449.0,228.0,670.0,232.0,4.3897,186300.0,INLAND,14.0 years
-121.31,38.75,4185.0,750.0,2147.0,706.0,4.0519,129200.0,INLAND,7.0 years
-121.3,38.75,3903.0,885.0,2313.0,804.0,2.655,86300.0,INLAND,36.0 years
-121.28,38.75,493.0,89.0,189.0,94.0,2.108,83800.0,INLAND,52.0 years
-121.3,38.74,4374.0,1039.0,2387.0,959.0,2.3611,87900.0,INLAND,41.0 years
-121.33,38.77,20214.0,3559.0,8361.0,3112.0,4.2259,169300.0,INLAND,3.0 years
-121.28,38.76,2901.0,631.0,1276.0,578.0,2.1366,101900.0,INLAND,47.0 years
-121.27,38.75,1292.0,307.0,647.0,249.0,2.7188,85300.0,INLAND,43.0 years
-121.29,38.76,1198.0,174.0,443.0,170.0,6.0097,187500.0,INLAND,12.0 years
-121.28,38.77,3819.0,550.0,1738.0,587.0,5.8718,201400.0,INLAND,6.0 years
-121.28,38.8,9003.0,1739.0,4445.0,1591.0,3.816,147900.0,INLAND,7.0 years
-121.24,38.78,1851.0,352.0,1049.0,369.0,3.5288,141100.0,INLAND,11.0 years
-121.24,38.78,549.0,143.0,249.0,136.0,0.8691,136500.0,INLAND,18.0 years
-121.23,38.78,3813.0,871.0,1513.0,783.0,2.0807,142600.0,INLAND,13.0 years
-121.22,38.78,3418.0,514.0,1312.0,409.0,6.3914,218000.0,INLAND,8.0 years
-121.24,38.82,12259.0,1643.0,4819.0,1582.0,5.4498,217300.0,INLAND,5.0 years
-121.25,38.8,5094.0,729.0,1974.0,705.0,5.5205,188700.0,INLAND,14.0 years
-121.24,38.79,2615.0,485.0,1063.0,428.0,3.7904,173200.0,INLAND,15.0 years
-121.24,38.79,1419.0,261.0,706.0,269.0,3.1875,110200.0,INLAND,23.0 years
-121.23,38.79,907.0,176.0,463.0,190.0,2.2292,92000.0,INLAND,45.0 years
-121.22,38.8,2521.0,521.0,1390.0,477.0,3.5265,124800.0,INLAND,11.0 years
-121.19,38.87,3118.0,500.0,1405.0,519.0,6.0,209400.0,INLAND,20.0 years
-121.21,38.83,3691.0,640.0,1758.0,603.0,3.5607,151900.0,INLAND,21.0 years
-121.19,38.85,4114.0,710.0,2268.0,716.0,4.4085,139400.0,INLAND,8.0 years
-121.18,38.83,4488.0,859.0,2114.0,805.0,2.9484,124400.0,INLAND,15.0 years
-121.39,38.85,3568.0,646.0,1714.0,590.0,4.0862,162700.0,INLAND,19.0 years
-121.3,39.0,3155.0,541.0,1630.0,540.0,4.0282,126400.0,INLAND,16.0 years
-121.31,38.97,1210.0,228.0,726.0,222.0,2.7083,82100.0,INLAND,16.0 years
-121.22,38.92,2531.0,461.0,1206.0,429.0,4.4958,192600.0,INLAND,19.0 years
-121.27,38.87,2094.0,358.0,1092.0,357.0,4.4769,191400.0,INLAND,16.0 years
-121.29,38.9,2019.0,394.0,1104.0,407.0,3.1691,108700.0,INLAND,45.0 years
-121.28,38.9,1297.0,259.0,765.0,240.0,2.7656,93600.0,INLAND,31.0 years
-121.29,38.89,653.0,120.0,407.0,146.0,3.3889,110800.0,INLAND,10.0 years
-121.3,38.89,1750.0,297.0,1012.0,315.0,3.4706,99300.0,INLAND,23.0 years
-121.3,38.89,1529.0,317.0,793.0,281.0,2.9866,91300.0,INLAND,45.0 years
-121.32,38.89,5927.0,1269.0,3369.0,1176.0,2.8194,111300.0,INLAND,9.0 years
-121.14,38.92,2069.0,312.0,889.0,299.0,4.6771,212000.0,INLAND,16.0 years
-121.1,38.92,4064.0,871.0,1847.0,859.0,3.0321,135500.0,INLAND,21.0 years
-121.11,38.91,2558.0,423.0,1149.0,403.0,4.0679,190500.0,INLAND,24.0 years
-121.1,38.94,410.0,117.0,706.0,112.0,1.0179,125000.0,INLAND,42.0 years
-121.07,38.92,5301.0,884.0,2335.0,831.0,4.515,164000.0,INLAND,15.0 years
-121.05,38.92,2144.0,372.0,899.0,378.0,3.3021,158800.0,INLAND,34.0 years
-121.15,39.0,4145.0,691.0,1872.0,680.0,4.3553,220600.0,INLAND,15.0 years
-121.19,38.95,2544.0,431.0,1199.0,412.0,4.5129,196300.0,INLAND,16.0 years
-121.11,38.95,3888.0,890.0,1830.0,844.0,1.8238,158600.0,INLAND,14.0 years
-121.1,38.95,1475.0,403.0,943.0,363.0,2.1287,55300.0,INLAND,17.0 years
-121.06,38.98,2267.0,355.0,1140.0,369.0,4.7019,212800.0,INLAND,14.0 years
-121.05,38.97,3676.0,550.0,1572.0,510.0,4.8214,201900.0,INLAND,12.0 years
-121.09,38.97,1467.0,221.0,688.0,231.0,5.2536,191900.0,INLAND,13.0 years
-121.1,39.0,1106.0,195.0,505.0,187.0,5.0126,192300.0,INLAND,16.0 years
-121.08,38.95,1931.0,380.0,1271.0,377.0,2.7463,156100.0,INLAND,18.0 years
-121.08,38.93,4239.0,824.0,1729.0,794.0,2.4278,167700.0,INLAND,14.0 years
-121.07,38.94,1710.0,294.0,839.0,297.0,4.7143,150700.0,INLAND,14.0 years
-121.04,38.95,1931.0,445.0,1009.0,407.0,2.75,153200.0,INLAND,22.0 years
-120.99,39.04,2289.0,450.0,1182.0,397.0,2.3696,166800.0,INLAND,17.0 years
-120.98,38.99,3403.0,661.0,1540.0,622.0,3.6354,162900.0,INLAND,17.0 years
-121.04,39.0,4059.0,730.0,1874.0,693.0,4.8051,174300.0,INLAND,21.0 years
-121.02,39.01,4786.0,799.0,2066.0,770.0,3.9734,185400.0,INLAND,17.0 years
-121.0,39.0,170.0,23.0,93.0,27.0,10.9891,312500.0,INLAND,4.0 years
-120.87,39.18,2691.0,598.0,964.0,373.0,3.9196,142700.0,INLAND,25.0 years
-120.87,39.15,1819.0,389.0,736.0,283.0,2.8603,128900.0,INLAND,17.0 years
-120.58,39.27,4126.0,903.0,723.0,266.0,3.0147,118800.0,INLAND,15.0 years
-120.33,39.3,868.0,178.0,44.0,21.0,3.0,175000.0,INLAND,16.0 years
-120.18,39.28,10098.0,1545.0,701.0,254.0,4.0819,141300.0,INLAND,14.0 years
-120.22,39.2,8259.0,1409.0,845.0,353.0,3.3699,244000.0,INLAND,22.0 years
-120.96,39.12,2069.0,436.0,909.0,374.0,2.5326,139100.0,INLAND,24.0 years
-120.98,39.08,4570.0,906.0,2125.0,815.0,3.0403,148000.0,INLAND,20.0 years
-120.94,39.05,3758.0,717.0,1744.0,661.0,3.1972,151500.0,INLAND,8.0 years
-120.98,39.93,2220.0,511.0,912.0,449.0,1.8914,87800.0,INLAND,25.0 years
-120.95,39.93,2023.0,385.0,922.0,365.0,2.8125,83500.0,INLAND,26.0 years
-120.93,39.9,1511.0,328.0,791.0,320.0,2.0221,70900.0,INLAND,20.0 years
-120.9,39.93,2679.0,546.0,1424.0,529.0,2.8812,81900.0,INLAND,23.0 years
-120.9,39.95,1349.0,238.0,601.0,203.0,3.5417,96600.0,INLAND,20.0 years
-120.93,39.96,1666.0,351.0,816.0,316.0,2.9559,118800.0,INLAND,15.0 years
-120.92,40.02,383.0,92.0,202.0,72.0,2.6458,102500.0,INLAND,35.0 years
-120.74,39.9,1017.0,218.0,387.0,152.0,2.2656,88200.0,INLAND,23.0 years
-120.57,39.78,1291.0,283.0,582.0,242.0,2.1216,102000.0,INLAND,15.0 years
-120.66,39.72,3763.0,784.0,717.0,348.0,2.2019,130500.0,INLAND,15.0 years
-120.74,39.82,1955.0,398.0,294.0,122.0,3.9583,126500.0,INLAND,9.0 years
-121.0,39.75,1116.0,214.0,27.0,39.0,2.5893,83000.0,INLAND,8.0 years
-121.14,39.86,2534.0,557.0,638.0,244.0,2.2101,88800.0,INLAND,16.0 years
-120.53,39.79,1234.0,266.0,543.0,201.0,2.5156,71900.0,INLAND,18.0 years
-120.48,39.78,513.0,104.0,204.0,86.0,2.375,100000.0,INLAND,11.0 years
-120.45,39.8,2149.0,456.0,965.0,419.0,1.7829,55900.0,INLAND,47.0 years
-120.46,39.83,3406.0,673.0,1567.0,617.0,2.2717,75900.0,INLAND,18.0 years
-120.38,39.82,1262.0,258.0,510.0,209.0,2.1667,92800.0,INLAND,10.0 years
-120.15,39.8,785.0,151.0,366.0,140.0,3.0625,82500.0,INLAND,19.0 years
-120.94,40.17,1334.0,261.0,597.0,222.0,2.2132,89200.0,INLAND,22.0 years
-120.91,40.08,1629.0,313.0,641.0,274.0,2.2067,69600.0,INLAND,24.0 years
-120.94,40.14,3127.0,664.0,1345.0,580.0,1.5774,58000.0,INLAND,31.0 years
-121.23,40.01,725.0,190.0,219.0,115.0,1.625,75000.0,INLAND,38.0 years
-120.71,40.13,897.0,180.0,276.0,110.0,2.9554,89400.0,INLAND,19.0 years
-121.25,40.27,958.0,245.0,28.0,16.0,2.625,67500.0,INLAND,25.0 years
-121.24,40.31,1597.0,301.0,632.0,262.0,3.5962,93600.0,INLAND,36.0 years
-121.23,40.29,3229.0,667.0,1501.0,582.0,2.1524,77100.0,INLAND,21.0 years
-121.19,40.23,1572.0,232.0,247.0,104.0,5.8453,193800.0,INLAND,10.0 years
-121.08,40.19,919.0,199.0,69.0,43.0,1.6944,137500.0,INLAND,11.0 years
-121.06,40.23,1127.0,225.0,215.0,85.0,3.4844,143800.0,INLAND,23.0 years
-121.09,40.3,1717.0,336.0,501.0,206.0,3.6477,113400.0,INLAND,15.0 years
-121.14,40.29,1944.0,394.0,384.0,172.0,1.6875,111500.0,INLAND,17.0 years
-121.15,40.25,5156.0,880.0,616.0,281.0,3.3462,145200.0,INLAND,14.0 years
